"Activity" "Subject" "Measurement" "Average"
"WalkingUpstairs" 25 "TimeBodyAccMeanZ" -0.126210440292308
"WalkingUpstairs" 26 "TimeBodyAccMeanZ" -0.121943461236364
"WalkingUpstairs" 27 "TimeBodyAccMeanZ" -0.123530438196078
"WalkingUpstairs" 28 "TimeBodyAccMeanZ" -0.121514025692157
"WalkingUpstairs" 29 "TimeBodyAccMeanZ" -0.118000587840816
"WalkingUpstairs" 30 "TimeBodyAccMeanZ" -0.124697493775385
"WalkingDownstairs" 1 "TimeBodyAccMeanZ" -0.107566190908163
"WalkingDownstairs" 2 "TimeBodyAccMeanZ" -0.116812942382979
"WalkingDownstairs" 3 "TimeBodyAccMeanZ" -0.116139842908163
"WalkingDownstairs" 4 "TimeBodyAccMeanZ" -0.1067775246
"WalkingDownstairs" 5 "TimeBodyAccMeanZ" -0.100319930659574
"WalkingDownstairs" 6 "TimeBodyAccMeanZ" -0.107209356208333
"WalkingDownstairs" 7 "TimeBodyAccMeanZ" -0.096938308587234
"WalkingDownstairs" 8 "TimeBodyAccMeanZ" -0.107598135394737
"WalkingDownstairs" 9 "TimeBodyAccMeanZ" -0.0910278793952381
"WalkingDownstairs" 10 "TimeBodyAccMeanZ" -0.110848597247368
"WalkingDownstairs" 11 "TimeBodyAccMeanZ" -0.111070149978261
"WalkingDownstairs" 12 "TimeBodyAccMeanZ" -0.10955593226087
"WalkingDownstairs" 13 "TimeBodyAccMeanZ" -0.101993941531915
"WalkingDownstairs" 14 "TimeBodyAccMeanZ" -0.0928330165533333
"WalkingDownstairs" 15 "TimeBodyAccMeanZ" -0.110526066428571
"WalkingDownstairs" 16 "TimeBodyAccMeanZ" -0.119873705148936
"WalkingDownstairs" 17 "TimeBodyAccMeanZ" -0.0892432745173913
"WalkingDownstairs" 18 "TimeBodyAccMeanZ" -0.1033908092
"WalkingDownstairs" 19 "TimeBodyAccMeanZ" -0.133695240660974
"WalkingDownstairs" 20 "TimeBodyAccMeanZ" -0.104602925937778
"WalkingDownstairs" 21 "TimeBodyAccMeanZ" -0.09816866218
"WalkingDownstairs" 22 "TimeBodyAccMeanZ" -0.1074157796
"WalkingDownstairs" 23 "TimeBodyAccMeanZ" -0.0988123712574074
"WalkingDownstairs" 24 "TimeBodyAccMeanZ" -0.104818820272727
"WalkingDownstairs" 25 "TimeBodyAccMeanZ" -0.107192376965517
"WalkingDownstairs" 26 "TimeBodyAccMeanZ" -0.1064396194
"WalkingDownstairs" 27 "TimeBodyAccMeanZ" -0.112837694688636
"WalkingDownstairs" 28 "TimeBodyAccMeanZ" -0.10858897408913
"WalkingDownstairs" 29 "TimeBodyAccMeanZ" -0.0981339984895833
"WalkingDownstairs" 30 "TimeBodyAccMeanZ" -0.0999781422322581
"Sitting" 1 "TimeBodyAccMeanZ" -0.104544182255319
"Sitting" 2 "TimeBodyAccMeanZ" -0.109218272456522
"Sitting" 3 "TimeBodyAccMeanZ" -0.0983579203269231
"Sitting" 4 "TimeBodyAccMeanZ" -0.10587459588
"Sitting" 5 "TimeBodyAccMeanZ" -0.108540300265909
"Sitting" 6 "TimeBodyAccMeanZ" -0.110127728709091
"Sitting" 7 "TimeBodyAccMeanZ" -0.122464597625
"Sitting" 8 "TimeBodyAccMeanZ" -0.104461049130435
"Sitting" 9 "TimeBodyAccMeanZ" -0.07537846886
"Sitting" 10 "TimeBodyAccMeanZ" -0.104253238796296
"Sitting" 11 "TimeBodyAccMeanZ" -0.112840218339623
"Sitting" 12 "TimeBodyAccMeanZ" -0.106307228960784
"Sitting" 13 "TimeBodyAccMeanZ" -0.0972465110836735
"Sitting" 14 "TimeBodyAccMeanZ" -0.100401490425926
"Sitting" 15 "TimeBodyAccMeanZ" -0.11366125320339
"Sitting" 16 "TimeBodyAccMeanZ" -0.0891404038405797
"Sitting" 17 "TimeBodyAccMeanZ" -0.11362408509375
"Sitting" 18 "TimeBodyAccMeanZ" -0.111904775824561
"Sitting" 19 "TimeBodyAccMeanZ" -0.10870765430137
"Sitting" 20 "TimeBodyAccMeanZ" -0.108369634515152
"Sitting" 21 "TimeBodyAccMeanZ" -0.112057887741176
"Sitting" 22 "TimeBodyAccMeanZ" -0.105827369516129
"Sitting" 23 "TimeBodyAccMeanZ" -0.103808679294118
"Sitting" 24 "TimeBodyAccMeanZ" -0.103041061426471
"Sitting" 25 "TimeBodyAccMeanZ" -0.109160440476923
"Sitting" 26 "TimeBodyAccMeanZ" -0.0974448692333333
"Sitting" 27 "TimeBodyAccMeanZ" -0.105521912588571
"Sitting" 28 "TimeBodyAccMeanZ" -0.111517939555556
"Sitting" 29 "TimeBodyAccMeanZ" -0.1104118192
"Sitting" 30 "TimeBodyAccMeanZ" -0.099515446133871
"Standing" 1 "TimeBodyAccMeanZ" -0.110601817735849
"Standing" 2 "TimeBodyAccMeanZ" -0.105908536055556
"Standing" 3 "TimeBodyAccMeanZ" -0.101621722633148
"Standing" 4 "TimeBodyAccMeanZ" -0.0961574905535714
"Standing" 5 "TimeBodyAccMeanZ" -0.102171095696429
"Standing" 6 "TimeBodyAccMeanZ" -0.112172831947368
"Standing" 7 "TimeBodyAccMeanZ" -0.0997778303207547
"Standing" 8 "TimeBodyAccMeanZ" -0.106114996837037
"Standing" 9 "TimeBodyAccMeanZ" -0.0952747481333333
"Standing" 10 "TimeBodyAccMeanZ" -0.107964083931818
"Standing" 11 "TimeBodyAccMeanZ" -0.108686630425532
"Standing" 12 "TimeBodyAccMeanZ" -0.105526999754098
"Standing" 13 "TimeBodyAccMeanZ" -0.112124137754386
"Standing" 14 "TimeBodyAccMeanZ" -0.103817701790667
"Standing" 15 "TimeBodyAccMeanZ" -0.105910832679245
"Standing" 16 "TimeBodyAccMeanZ" -0.103657729076923
"Standing" 17 "TimeBodyAccMeanZ" -0.111432145565
"Standing" 18 "TimeBodyAccMeanZ" -0.108453355945205
"Standing" 19 "TimeBodyAccMeanZ" -0.10904190460274
"Standing" 20 "TimeBodyAccMeanZ" -0.100402759931507
"Standing" 21 "TimeBodyAccMeanZ" -0.110417855808989
"Standing" 22 "TimeBodyAccMeanZ" -0.104967423820635
"Standing" 23 "TimeBodyAccMeanZ" -0.1105970177575
"Standing" 24 "TimeBodyAccMeanZ" -0.108222553855072
"Standing" 25 "TimeBodyAccMeanZ" -0.107352957594595
"Standing" 26 "TimeBodyAccMeanZ" -0.110237796416216
"Standing" 27 "TimeBodyAccMeanZ" -0.107835818025
"Standing" 28 "TimeBodyAccMeanZ" -0.106579385202532
"Standing" 29 "TimeBodyAccMeanZ" -0.108659067476923
"Standing" 30 "TimeBodyAccMeanZ" -0.108756209835593
"Laying" 1 "TimeBodyAccMeanZ" -0.11320355358
"Laying" 2 "TimeBodyAccMeanZ" -0.107245610416667
"Laying" 3 "TimeBodyAccMeanZ" -0.101300477506452
"Laying" 4 "TimeBodyAccMeanZ" -0.110688150314815
"Laying" 5 "TimeBodyAccMeanZ" -0.107937603673077
"Laying" 6 "TimeBodyAccMeanZ" -0.133119570368421
"Laying" 7 "TimeBodyAccMeanZ" -0.101361036576923
"Laying" 8 "TimeBodyAccMeanZ" -0.102245365611111
"Laying" 9 "TimeBodyAccMeanZ" -0.10754972144
"Laying" 10 "TimeBodyAccMeanZ" -0.117168642362069
"Laying" 11 "TimeBodyAccMeanZ" -0.108786578070175
"Laying" 12 "TimeBodyAccMeanZ" -0.108160125666667
"Laying" 13 "TimeBodyAccMeanZ" -0.104331864532258
"Laying" 14 "TimeBodyAccMeanZ" -0.0868333315509804
"Laying" 15 "TimeBodyAccMeanZ" -0.118530240291667
"Laying" 16 "TimeBodyAccMeanZ" -0.107310493242857
"Laying" 17 "TimeBodyAccMeanZ" -0.107006279704225
"Laying" 18 "TimeBodyAccMeanZ" -0.107698927907692
"Laying" 19 "TimeBodyAccMeanZ" -0.10898146186747
"Laying" 20 "TimeBodyAccMeanZ" -0.104274322538235
"Laying" 21 "TimeBodyAccMeanZ" -0.103253832233333
"Laying" 22 "TimeBodyAccMeanZ" -0.110800924652778
"Laying" 23 "TimeBodyAccMeanZ" -0.104256776291667
"Laying" 24 "TimeBodyAccMeanZ" -0.107236237236111
"Laying" 25 "TimeBodyAccMeanZ" -0.100428830260274
"Laying" 26 "TimeBodyAccMeanZ" -0.105002540289474
"Laying" 27 "TimeBodyAccMeanZ" -0.107699732837838
"Laying" 28 "TimeBodyAccMeanZ" -0.1083448529625
"Laying" 29 "TimeBodyAccMeanZ" -0.109462068173913
"Laying" 30 "TimeBodyAccMeanZ" -0.1036581505
"Walking" 1 "TimeBodyAccStdX" -0.283740258842105
"Walking" 2 "TimeBodyAccStdX" -0.423642838474576
"Walking" 3 "TimeBodyAccStdX" -0.360356726034483
"Walking" 4 "TimeBodyAccStdX" -0.440829971333333
"Walking" 5 "TimeBodyAccStdX" -0.294098534232143
"Walking" 6 "TimeBodyAccStdX" -0.296538717368421
"Walking" 7 "TimeBodyAccStdX" -0.327243240701754
"Walking" 8 "TimeBodyAccStdX" -0.173605736002083
"Walking" 9 "TimeBodyAccStdX" -0.238353562692308
"Walking" 10 "TimeBodyAccStdX" -0.178709734396226
"Walking" 11 "TimeBodyAccStdX" -0.422842071864407
"Walking" 12 "TimeBodyAccStdX" -0.128898533096
"Walking" 13 "TimeBodyAccStdX" -0.346980394210526
"Walking" 14 "TimeBodyAccStdX" -0.402639098135593
"Walking" 15 "TimeBodyAccStdX" -0.327961801111111
"Walking" 16 "TimeBodyAccStdX" -0.404692523921569
"Walking" 17 "TimeBodyAccStdX" -0.31950017295082
"Walking" 18 "TimeBodyAccStdX" -0.37600552125
"Walking" 19 "TimeBodyAccStdX" -0.0489049407963462
"Walking" 20 "TimeBodyAccStdX" -0.208342792019608
"Walking" 21 "TimeBodyAccStdX" -0.297814843538462
"Walking" 22 "TimeBodyAccStdX" -0.00865921919565217
"Walking" 23 "TimeBodyAccStdX" -0.313521773389831
"Walking" 24 "TimeBodyAccStdX" -0.47076236637931
"Walking" 25 "TimeBodyAccStdX" -0.596007443513514
"Walking" 26 "TimeBodyAccStdX" -0.340185527559322
"Walking" 27 "TimeBodyAccStdX" -0.348475560526316
"Walking" 28 "TimeBodyAccStdX" -0.293003522222222
"Walking" 29 "TimeBodyAccStdX" -0.174337940226415
"Walking" 30 "TimeBodyAccStdX" -0.346394275230769
"WalkingUpstairs" 1 "TimeBodyAccStdX" -0.35470802509434
"WalkingUpstairs" 2 "TimeBodyAccStdX" -0.304376406458333
"WalkingUpstairs" 3 "TimeBodyAccStdX" -0.313123437627119
"WalkingUpstairs" 4 "TimeBodyAccStdX" -0.204933042903846
"WalkingUpstairs" 5 "TimeBodyAccStdX" -0.0457237779851064
"WalkingUpstairs" 6 "TimeBodyAccStdX" -0.0501350188513725
"WalkingUpstairs" 7 "TimeBodyAccStdX" -0.29487297445098
"WalkingUpstairs" 8 "TimeBodyAccStdX" -0.171712174634146
"WalkingUpstairs" 9 "TimeBodyAccStdX" -0.36144437755102
"WalkingUpstairs" 10 "TimeBodyAccStdX" -0.161591924234043
"WalkingUpstairs" 11 "TimeBodyAccStdX" -0.238802959018519
"WalkingUpstairs" 12 "TimeBodyAccStdX" -0.290149192307692
"WalkingUpstairs" 13 "TimeBodyAccStdX" -0.296284597454545
"WalkingUpstairs" 14 "TimeBodyAccStdX" -0.309396717592593
"WalkingUpstairs" 15 "TimeBodyAccStdX" -0.0260971840270833
"WalkingUpstairs" 16 "TimeBodyAccStdX" -0.397083831568627
"WalkingUpstairs" 17 "TimeBodyAccStdX" -0.062952754100625
"WalkingUpstairs" 18 "TimeBodyAccStdX" -0.380168286724138
"WalkingUpstairs" 19 "TimeBodyAccStdX" -0.1287420952375
"WalkingUpstairs" 20 "TimeBodyAccStdX" -0.116088676011765
"WalkingUpstairs" 21 "TimeBodyAccStdX" -0.240808282276596
"WalkingUpstairs" 22 "TimeBodyAccStdX" 0.0835738640921429
"WalkingUpstairs" 23 "TimeBodyAccStdX" -0.243887818513725
"WalkingUpstairs" 24 "TimeBodyAccStdX" -0.344399351355932
"WalkingUpstairs" 25 "TimeBodyAccStdX" -0.459775646153846
"WalkingUpstairs" 26 "TimeBodyAccStdX" -0.169006952418182
"WalkingUpstairs" 27 "TimeBodyAccStdX" -0.295439547254902
"WalkingUpstairs" 28 "TimeBodyAccStdX" -0.242062430294118
"WalkingUpstairs" 29 "TimeBodyAccStdX" -0.0867715569693878
"WalkingUpstairs" 30 "TimeBodyAccStdX" -0.350504475230769
"WalkingDownstairs" 1 "TimeBodyAccStdX" 0.0300353383483878
"WalkingDownstairs" 2 "TimeBodyAccStdX" 0.0463666814446808
"WalkingDownstairs" 3 "TimeBodyAccStdX" -0.0574100475102041
"WalkingDownstairs" 4 "TimeBodyAccStdX" 0.0111935496222222
"WalkingDownstairs" 5 "TimeBodyAccStdX" 0.275046110468085
"WalkingDownstairs" 6 "TimeBodyAccStdX" 0.383681639791667
"WalkingDownstairs" 7 "TimeBodyAccStdX" 0.0660815600978723
"WalkingDownstairs" 8 "TimeBodyAccStdX" 0.0241393473736842
"WalkingDownstairs" 9 "TimeBodyAccStdX" 0.213392270547619
"WalkingDownstairs" 10 "TimeBodyAccStdX" 0.295733547631579
"WalkingDownstairs" 11 "TimeBodyAccStdX" 0.142456557034783
"WalkingDownstairs" 12 "TimeBodyAccStdX" 0.0424084916086956
"WalkingDownstairs" 13 "TimeBodyAccStdX" -0.0681563626617021
"WalkingDownstairs" 14 "TimeBodyAccStdX" 0.0178313402266667
"WalkingDownstairs" 15 "TimeBodyAccStdX" 0.406471051190476
"WalkingDownstairs" 16 "TimeBodyAccStdX" 0.207251997929787
"WalkingDownstairs" 17 "TimeBodyAccStdX" 0.187719760269565
"WalkingDownstairs" 18 "TimeBodyAccStdX" -0.302634565090909
"WalkingDownstairs" 19 "TimeBodyAccStdX" 0.626917070512821
"WalkingDownstairs" 20 "TimeBodyAccStdX" 0.0745098785288889
"WalkingDownstairs" 21 "TimeBodyAccStdX" 0.224343492244444
"WalkingDownstairs" 22 "TimeBodyAccStdX" 0.348618168333333
"WalkingDownstairs" 23 "TimeBodyAccStdX" 0.0441392843425926
"WalkingDownstairs" 24 "TimeBodyAccStdX" -0.08273248054
"WalkingDownstairs" 25 "TimeBodyAccStdX" -0.253756934258621
"WalkingDownstairs" 26 "TimeBodyAccStdX" 0.17395384962
"WalkingDownstairs" 27 "TimeBodyAccStdX" 0.167407531090909
"WalkingDownstairs" 28 "TimeBodyAccStdX" 0.125712887943478
"WalkingDownstairs" 29 "TimeBodyAccStdX" 0.167383602458333
"WalkingDownstairs" 30 "TimeBodyAccStdX" -0.0577703163548387
"Sitting" 1 "TimeBodyAccStdX" -0.977229008297872
"Sitting" 2 "TimeBodyAccStdX" -0.986822279565217
"Sitting" 3 "TimeBodyAccStdX" -0.971010120961538
"Sitting" 4 "TimeBodyAccStdX" -0.980309931
"Sitting" 5 "TimeBodyAccStdX" -0.980945022045455
"Sitting" 6 "TimeBodyAccStdX" -0.980164933636364
"Sitting" 7 "TimeBodyAccStdX" -0.972668374583333
"Sitting" 8 "TimeBodyAccStdX" -0.979026152391304
"Sitting" 9 "TimeBodyAccStdX" -0.9572277914
"Sitting" 10 "TimeBodyAccStdX" -0.982901825925926
"Sitting" 11 "TimeBodyAccStdX" -0.982796562075472
"Sitting" 12 "TimeBodyAccStdX" -0.982568781960784
"Sitting" 13 "TimeBodyAccStdX" -0.989546275306122
"Sitting" 14 "TimeBodyAccStdX" -0.976302248148148
"Sitting" 15 "TimeBodyAccStdX" -0.987084356101695
"Sitting" 16 "TimeBodyAccStdX" -0.986825605362319
"Sitting" 17 "TimeBodyAccStdX" -0.9944439053125
"Sitting" 18 "TimeBodyAccStdX" -0.994347988596491
"Sitting" 19 "TimeBodyAccStdX" -0.976357663013699
"Sitting" 20 "TimeBodyAccStdX" -0.983081858939394
"Sitting" 21 "TimeBodyAccStdX" -0.991777287176471
"Sitting" 22 "TimeBodyAccStdX" -0.978466823709677
"Sitting" 23 "TimeBodyAccStdX" -0.987607636617647
"Sitting" 24 "TimeBodyAccStdX" -0.990593766617647
"Sitting" 25 "TimeBodyAccStdX" -0.991892828615385
"Sitting" 26 "TimeBodyAccStdX" -0.979768987948718
"Sitting" 27 "TimeBodyAccStdX" -0.988580107714286
"Sitting" 28 "TimeBodyAccStdX" -0.983272806805556
"Sitting" 29 "TimeBodyAccStdX" -0.9907450195
"Sitting" 30 "TimeBodyAccStdX" -0.983622744193548
"Standing" 1 "TimeBodyAccStdX" -0.995759901509434
"Standing" 2 "TimeBodyAccStdX" -0.987271889259259
"Standing" 3 "TimeBodyAccStdX" -0.96674254295082
"Standing" 4 "TimeBodyAccStdX" -0.97692058
"Standing" 5 "TimeBodyAccStdX" -0.968591815714286
"Standing" 6 "TimeBodyAccStdX" -0.981758159649123
"Standing" 7 "TimeBodyAccStdX" -0.979307570377358
"Standing" 8 "TimeBodyAccStdX" -0.988815418148148
"Standing" 9 "TimeBodyAccStdX" -0.975741252444444
"Standing" 10 "TimeBodyAccStdX" -0.978403481818182
"Standing" 11 "TimeBodyAccStdX" -0.994978878723404
"Standing" 12 "TimeBodyAccStdX" -0.981243992459016
"Standing" 13 "TimeBodyAccStdX" -0.991020759298246
"Standing" 14 "TimeBodyAccStdX" -0.973268905
"Standing" 15 "TimeBodyAccStdX" -0.988949247358491
"Standing" 16 "TimeBodyAccStdX" -0.989076811794872
"Standing" 17 "TimeBodyAccStdX" -0.991163919871795
"Standing" 18 "TimeBodyAccStdX" -0.992019762739726
"Standing" 19 "TimeBodyAccStdX" -0.989910996849315
"Standing" 20 "TimeBodyAccStdX" -0.967209961232877
"Standing" 21 "TimeBodyAccStdX" -0.981419961123596
"Standing" 22 "TimeBodyAccStdX" -0.985000527142857
"Standing" 23 "TimeBodyAccStdX" -0.985421519558824
"Standing" 24 "TimeBodyAccStdX" -0.98725587115942
"Standing" 25 "TimeBodyAccStdX" -0.991970126756757
"Standing" 26 "TimeBodyAccStdX" -0.993069368783784
"Standing" 27 "TimeBodyAccStdX" -0.9919515835
"Standing" 28 "TimeBodyAccStdX" -0.977748638607595
"Standing" 29 "TimeBodyAccStdX" -0.996068635384615
"Standing" 30 "TimeBodyAccStdX" -0.977559426949153
"Laying" 1 "TimeBodyAccStdX" -0.9280564692
"Laying" 2 "TimeBodyAccStdX" -0.974059464791667
"Laying" 3 "TimeBodyAccStdX" -0.982776639193548
"Laying" 4 "TimeBodyAccStdX" -0.954193738888889
"Laying" 5 "TimeBodyAccStdX" -0.965934509615385
"Laying" 6 "TimeBodyAccStdX" -0.934049422052632
"Laying" 7 "TimeBodyAccStdX" -0.93651361
"Laying" 8 "TimeBodyAccStdX" -0.94304121537037
"Laying" 9 "TimeBodyAccStdX" -0.94233309
"Laying" 10 "TimeBodyAccStdX" -0.968283685
"Laying" 11 "TimeBodyAccStdX" -0.98477733
"Laying" 12 "TimeBodyAccStdX" -0.95531868
"Laying" 13 "TimeBodyAccStdX" -0.968891989354839
"Laying" 14 "TimeBodyAccStdX" -0.917501887333333
"Laying" 15 "TimeBodyAccStdX" -0.972255551527778
"Laying" 16 "TimeBodyAccStdX" -0.973691429428571
"Laying" 17 "TimeBodyAccStdX" -0.972960567323944
"Laying" 18 "TimeBodyAccStdX" -0.984527649230769
"Laying" 19 "TimeBodyAccStdX" -0.965019579518072
"Laying" 20 "TimeBodyAccStdX" -0.962249114705882
"Laying" 21 "TimeBodyAccStdX" -0.955019866222222
"Laying" 22 "TimeBodyAccStdX" -0.947735251944444
"Laying" 23 "TimeBodyAccStdX" -0.956756363194444
"Laying" 24 "TimeBodyAccStdX" -0.967984021111111
"Laying" 25 "TimeBodyAccStdX" -0.909116474109589
"Laying" 26 "TimeBodyAccStdX" -0.969445445263158
"Laying" 27 "TimeBodyAccStdX" -0.978455153108108
"Laying" 28 "TimeBodyAccStdX" -0.9688882955
"Laying" 29 "TimeBodyAccStdX" -0.984219555507246
"Laying" 30 "TimeBodyAccStdX" -0.976362515428571
"Walking" 1 "TimeBodyAccStdY" 0.114461336747368
"Walking" 2 "TimeBodyAccStdY" -0.0780912533118644
"Walking" 3 "TimeBodyAccStdY" -0.0699140652103448
"Walking" 4 "TimeBodyAccStdY" -0.0788267367683333
"Walking" 5 "TimeBodyAccStdY" 0.0767484028053571
"Walking" 6 "TimeBodyAccStdY" 0.164213884996491
"Walking" 7 "TimeBodyAccStdY" -0.0772618561052631
"Walking" 8 "TimeBodyAccStdY" 0.380782052708333
"Walking" 9 "TimeBodyAccStdY" -0.201696960826923
"Walking" 10 "TimeBodyAccStdY" -0.0227431651698113
"Walking" 11 "TimeBodyAccStdY" -0.0522120750440678
"Walking" 12 "TimeBodyAccStdY" -0.122783290008
"Walking" 13 "TimeBodyAccStdY" 0.141866689392982
"Walking" 14 "TimeBodyAccStdY" -0.0536126686650847
"Walking" 15 "TimeBodyAccStdY" 0.138912923691296
"Walking" 16 "TimeBodyAccStdY" -0.314569762352941
"Walking" 17 "TimeBodyAccStdY" -0.0175797885542623
"Walking" 18 "TimeBodyAccStdY" -0.227005874892857
"Walking" 19 "TimeBodyAccStdY" 0.181801561185577
"Walking" 20 "TimeBodyAccStdY" 0.489771808627451
"Walking" 21 "TimeBodyAccStdY" 0.0540880509209615
"Walking" 22 "TimeBodyAccStdY" 0.100384246321739
"Walking" 23 "TimeBodyAccStdY" -0.119020586510678
"Walking" 24 "TimeBodyAccStdY" -0.154127498163793
"Walking" 25 "TimeBodyAccStdY" -0.161852411581081
"Walking" 26 "TimeBodyAccStdY" -0.136351391645763
"Walking" 27 "TimeBodyAccStdY" -0.187301214964912
"Walking" 28 "TimeBodyAccStdY" -0.117886186425926
"Walking" 29 "TimeBodyAccStdY" -0.0917540612869811
"Walking" 30 "TimeBodyAccStdY" -0.173550021692308
"WalkingUpstairs" 1 "TimeBodyAccStdY" -0.00232026501698113
"WalkingUpstairs" 2 "TimeBodyAccStdY" 0.108027279889583
"WalkingUpstairs" 3 "TimeBodyAccStdY" 0.0116280813372881
"WalkingUpstairs" 4 "TimeBodyAccStdY" -0.0666899105180769
"WalkingUpstairs" 5 "TimeBodyAccStdY" 0.185022459476596
"WalkingUpstairs" 6 "TimeBodyAccStdY" 0.189276117327451
"WalkingUpstairs" 7 "TimeBodyAccStdY" -0.32616002254902
"WalkingUpstairs" 8 "TimeBodyAccStdY" 0.348768733170732
"WalkingUpstairs" 9 "TimeBodyAccStdY" -0.302206203816327
"WalkingUpstairs" 10 "TimeBodyAccStdY" -0.00555287692765957
"WalkingUpstairs" 11 "TimeBodyAccStdY" -0.103167501868519
"WalkingUpstairs" 12 "TimeBodyAccStdY" -0.103818259823077
"WalkingUpstairs" 13 "TimeBodyAccStdY" 0.104470773801818
"WalkingUpstairs" 14 "TimeBodyAccStdY" 0.307195533
"WalkingUpstairs" 15 "TimeBodyAccStdY" -0.00406536043541667
"WalkingUpstairs" 16 "TimeBodyAccStdY" -0.163732745078431
"WalkingUpstairs" 17 "TimeBodyAccStdY" -0.0131721014395833
"WalkingUpstairs" 18 "TimeBodyAccStdY" -0.211155120224138
"WalkingUpstairs" 19 "TimeBodyAccStdY" 0.176349922525
"WalkingUpstairs" 20 "TimeBodyAccStdY" 0.15219632835098
"WalkingUpstairs" 21 "TimeBodyAccStdY" 0.109787469104255
"WalkingUpstairs" 22 "TimeBodyAccStdY" 0.250067523738095
"WalkingUpstairs" 23 "TimeBodyAccStdY" 0.0448435785868627
"WalkingUpstairs" 24 "TimeBodyAccStdY" -0.116804488966102
"WalkingUpstairs" 25 "TimeBodyAccStdY" -0.223086808769231
"WalkingUpstairs" 26 "TimeBodyAccStdY" -0.0491726302763636
"WalkingUpstairs" 27 "TimeBodyAccStdY" -0.0950104077
"WalkingUpstairs" 28 "TimeBodyAccStdY" -0.146753877035294
"WalkingUpstairs" 29 "TimeBodyAccStdY" -0.122128287642857
"WalkingUpstairs" 30 "TimeBodyAccStdY" -0.127311157607692
"WalkingDownstairs" 1 "TimeBodyAccStdY" -0.0319359434489796
"WalkingDownstairs" 2 "TimeBodyAccStdY" 0.262881788951064
"WalkingDownstairs" 3 "TimeBodyAccStdY" -0.0331503723387755
"WalkingDownstairs" 4 "TimeBodyAccStdY" -0.21859832499
"WalkingDownstairs" 5 "TimeBodyAccStdY" 0.0907630761042553
"WalkingDownstairs" 6 "TimeBodyAccStdY" 0.360164958768542
"WalkingDownstairs" 7 "TimeBodyAccStdY" -0.138179072734043
"WalkingDownstairs" 8 "TimeBodyAccStdY" 0.343826273105263
"WalkingDownstairs" 9 "TimeBodyAccStdY" -0.208310705504762
"WalkingDownstairs" 10 "TimeBodyAccStdY" 0.00407915363157895
"WalkingDownstairs" 11 "TimeBodyAccStdY" 0.0708122725543478
"WalkingDownstairs" 12 "TimeBodyAccStdY" 0.11083534373913
"WalkingDownstairs" 13 "TimeBodyAccStdY" -0.03212524665
"WalkingDownstairs" 14 "TimeBodyAccStdY" 0.378870491755556
"WalkingDownstairs" 15 "TimeBodyAccStdY" 0.186532377428571
"WalkingDownstairs" 16 "TimeBodyAccStdY" -0.146993837655319
"WalkingDownstairs" 17 "TimeBodyAccStdY" -0.0607892037384783
"WalkingDownstairs" 18 "TimeBodyAccStdY" -0.254214045818182
"WalkingDownstairs" 19 "TimeBodyAccStdY" 0.514816445641026
"WalkingDownstairs" 20 "TimeBodyAccStdY" 0.616937015333333
"WalkingDownstairs" 21 "TimeBodyAccStdY" 0.301336399711111
"WalkingDownstairs" 22 "TimeBodyAccStdY" 0.239812250944444
"WalkingDownstairs" 23 "TimeBodyAccStdY" 0.10825903416963
"WalkingDownstairs" 24 "TimeBodyAccStdY" -0.102607326783636
"WalkingDownstairs" 25 "TimeBodyAccStdY" -0.14054060387069
"WalkingDownstairs" 26 "TimeBodyAccStdY" -0.011629910112
"WalkingDownstairs" 27 "TimeBodyAccStdY" -0.0979710029522727
"WalkingDownstairs" 28 "TimeBodyAccStdY" 0.156496646504348
"WalkingDownstairs" 29 "TimeBodyAccStdY" -0.12246346700625
"WalkingDownstairs" 30 "TimeBodyAccStdY" -0.0272628077709677
"Sitting" 1 "TimeBodyAccStdY" -0.922618641914894
"Sitting" 2 "TimeBodyAccStdY" -0.950704499130435
"Sitting" 3 "TimeBodyAccStdY" -0.856617812115385
"Sitting" 4 "TimeBodyAccStdY" -0.89022398108
"Sitting" 5 "TimeBodyAccStdY" -0.904335121022727
"Sitting" 6 "TimeBodyAccStdY" -0.923682131090909
"Sitting" 7 "TimeBodyAccStdY" -0.909454698541667
"Sitting" 8 "TimeBodyAccStdY" -0.927331997021739
"Sitting" 9 "TimeBodyAccStdY" -0.875141405
"Sitting" 10 "TimeBodyAccStdY" -0.917979529962963
"Sitting" 11 "TimeBodyAccStdY" -0.921402118113208
"Sitting" 12 "TimeBodyAccStdY" -0.92858124
"Sitting" 13 "TimeBodyAccStdY" -0.938967741632653
"Sitting" 14 "TimeBodyAccStdY" -0.914935703907407
"Sitting" 15 "TimeBodyAccStdY" -0.922407162881356
"Sitting" 16 "TimeBodyAccStdY" -0.951607872463768
"Sitting" 17 "TimeBodyAccStdY" -0.96185862984375
"Sitting" 18 "TimeBodyAccStdY" -0.974928131052632
"Sitting" 19 "TimeBodyAccStdY" -0.950388943972603
"Sitting" 20 "TimeBodyAccStdY" -0.93612270469697
"Sitting" 21 "TimeBodyAccStdY" -0.966877560941176
"Sitting" 22 "TimeBodyAccStdY" -0.928059133795645
"Sitting" 23 "TimeBodyAccStdY" -0.934933559264706
"Sitting" 24 "TimeBodyAccStdY" -0.956255962058824
"Sitting" 25 "TimeBodyAccStdY" -0.947457617061538
"Sitting" 26 "TimeBodyAccStdY" -0.94079896551282
"Sitting" 27 "TimeBodyAccStdY" -0.971579125714286
